지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
1438,2011-02-15,2012-12-31,전패고개,,,,,,,,
1439,2014-12-08,,누산,,37.6825,126.6566,,,,,
1439,2011-02-15,2012-12-31,칼봉산,,,,,,,,
1440,2014-12-08,,원미,,37.4958,126.787,,,,,
1440,2011-02-15,2012-12-31,홍적고개,,,,,,,,
1441,2014-12-08,,은행,,37.4362,126.7988,18.1,,,,
1441,2011-02-15,2012-12-31,명화교,,,,,,,,
1442,2014-12-08,,원시동,,37.3052,126.7885,9.3,,,,
1442,2011-02-15,2012-12-31,고양,,,,,,,,
1443,2014-12-08,,성곡동,,37.3061,126.757,12.08,,,,
1443,2011-02-15,2012-12-31,남면,,,,,,,,
1444,2014-12-08,,원곡동,,37.3318,126.7894,12.36,,,,
1444,2011-02-15,2012-12-31,양주1,,,,,,,,
1445,2014-12-08,,선부2동,,37.3385,126.8026,25.01,,,,
1445,2011-02-15,2012-12-31,양주2,,,,,,,,
1446,2014-12-08,,수암동,,37.3618,126.8732,51.92,,,,
1446,2011-02-15,2012-12-31,회천2,,,,,,,,
1447,2015-02-23,,흥덕도서관,,37.2749,127.084,,,,,
1447,2011-02-15,2012-12-31,회천4,,,,,,,,
1448,2015-09-15,,운정동,,37.7234,126.7564,,,,,
1448,2011-02-15,2012-12-31,광적,,,,,,,,
1450,2011-02-15,,신풍동,,37.284,127.0105,,,,,
1451,2012-09-20,,인계동,,37.2634,127.0286,,,,,
1452,2012-09-20,,광교동,,37.2853,127.0293,,,,,
1453,2012-09-20,,영통동,,37.247,127.0563,,,,,
1454,2012-09-20,,천천동,,37.2951,126.9769,,,,,
1455,2012-09-20,,동수원,,37.2788,127.0313,,,,,
1456,2012-09-20,,고색동,,37.2524,126.9764,,,,,
1457,2012-09-20,,단대동,,37.4494,127.1554,,,,,
1458,2012-09-20,,정자1동,,37.3615,127.1114,,,,,
1459,2012-09-20,,수내동,,37.3828,127.1189,,,,,
1460,2012-09-20,,성남대로,,37.4342,127.1292,,,,,
1461,2012-09-20,,복정동,,37.4563,127.1306,,,,,
1463,2012-09-20,,상대원1동,,37.4333,127.1644,,,,,
1464,2012-09-20,,의정부동,,37.7356,127.0408,,,,,
1465,2012-09-20,,의정부1동,,37.7464,127.0478,,,,,
1466,2012-09-20,,안양동,,37.390,126.9305,,,,,
1467,2012-09-20,,부림동,,37.3942,126.9579,,,,,
1468,2012-09-20,,호계동,,37.3812,126.9527,,,,,
1469,2012-09-20,,안양2동,,37.405,126.9177,,,,,
1470,2012-09-20,,철산동,,37.4763,126.8698,,,,,
1472,2012-09-20,,고잔동,,37.3219,126.8309,,,,,
1473,2012-09-20,,원시동,,37.3052,126.7884,,,,,
1474,2012-09-20,,본오동,,37.2962,126.8723,,,,,
1475,2012-09-20,,원곡동,,37.3316,126.8018,,,,,
1476,2012-09-20,,부곡동,,37.332,126.8611,,,,,
1477,2012-09-20,,대부동,,37.2409,126.5854,,,,,
1478,2012-09-20,,호수동,,37.3103,126.8244,,,,,
1479,2012-09-20,,중앙대로,,37.3166,126.8279,,,,,
1480,2012-09-20,,별양동,,37.4236,126.9945,,,,,
1481,2012-09-20,,과천동,,37.4488,126.9945,,,,,
1482,2012-09-20,,교문동,,37.5957,127.1364,,,,,
1483,2012-09-20,,동구동,,37.6183,127.1384,,,,,
1484,2012-09-20,,부곡3동,,37.3193,126.9504,,,,,
1485,2012-09-20,,고천동,,37.3478,126.9759,,,,,
1486,2012-09-20,,정왕동,,37.3471,126.740,,,,,
1487,2012-09-20,,시화공단,,37.3493,126.7462,,,,,
1488,2012-09-20,,대야동,,37.4431,126.7885,,,,,
1489,2012-09-20,,금곡동,,37.636,127.2165,,,,,
1490,2012-09-20,,비전동,,36.9924,127.1127,,,,,
1491,2012-09-20,,안중,,36.9858,126.9317,,,,,
1492,2002-04-15,,오슬로,,59.950,10.7167,94,,,,
1492,2012-09-20,,금촌동,,37.7518,126.7774,,,,,
1493,2012-09-20,,행신동,,37.6224,126.8423,,,,,
1494,2012-09-20,,식사동,,37.6856,126.8134,,,,,
1495,2012-09-20,,백마로,,37.6545,126.7756,,,,,
1496,2012-09-20,,경안동,,37.4111,127.2579,,,,,
1497,2012-09-20,,김량장동,,37.2345,127.2013,,,,,
1498,2012-09-20,,수지,,37.328,127.0952,,,,,
1499,2012-09-20,,기흥,,37.2804,127.1147,,,,,
1500,2012-09-20,,창전동,,37.2836,127.4407,99,,,,
1501,2012-09-20,,선단동,,37.9535,127.1591,,,,,
1502,2012-09-20,,사우동,,37.6193,126.7167,,,,,
1503,2012-09-20,,고촌면,,37.6064,126.7633,,,,,
1504,2012-09-20,,통진읍,,37.6918,126.5973,,,,,
1505,2012-09-20,,당동,,37.3538,126.9452,,,,,
1506,2012-09-20,,산본동,,37.3612,126.9361,,,,,
1507,2012-09-20,,오산동,,37.1588,127.0774,,,,,
1508,2012-09-20,,신장동,,37.5394,127.215,38,,,,
1509,2012-09-20,,남양동,,37.2118,126.8238,,,,,
1510,2012-09-20,,향남읍,,37.1324,126.9203,,,,,
1511,2012-09-20,,동탄동,,37.1969,127.0722,,,,,
1512,2012-09-20,,백석도서관,,37.8246,126.9837,,,,,
1513,2012-09-20,,보산동,,37.9176,127.0613,68.26,,,,
1514,2012-09-20,,봉산동,,37.0081,127.2798,,,,,
1516,2012-09-20,,내동,,37.520,126.7736,,,,,
1517,2012-09-20,,중2동,,37.4941,126.7702,,,,,
1518,2012-09-20,,오정동,,37.5279,126.7967,,,,,
1519,2012-09-20,,계남공원,,37.5056,126.7589,,,,,
1520,2012-09-20,,전패고개,,37.8679,127.439,,,,,
1521,2012-09-20,,칼봉산,,37.8354,127.456,,,,,
1522,2012-09-20,,홍적고개,,37.9555,127.581,,,,,
1523,2012-09-20,,명화교,,37.9694,127.458,,,,,
1524,2012-09-20,,설악활곡,,37.6391,127.513,,,,,
1527,2012-09-20,,양주2,,37.7969,127.080,,,,,
1529,2012-09-20,,회천4,,37.8326,127.0901,,,,,
1530,2012-09-20,,광적,,37.8246,126.984,,,,,
1531,2012-09-20,,소흘읍,,37.8232,127.139,,,,,
1532,2012-09-20,,군내면,,37.889,127.217,,,,,
1533,2012-09-20,,회천3,,37.8378,127.069,,,,,
1534,2012-09-20,,운중동,,37.3909,127.078,,,,,
1535,2012-09-20,,대왕판교로,,37.3816,127.1023,,,,,
1536,2012-09-20,,소하동,,37.4523,126.8849,,,,,
1537,2012-09-20,,여주시,,37.2987,127.629,,,,,
1538,2012-09-20,,연천읍,,38.0965,127.0751,,,,,
1539,2012-09-20,,가평읍,,37.8313,127.5096,,,,,
1540,2014-07-03,,가재,,37.0444,127.0948,,,,,
1541,2014-07-03,,이동면,,38.0307,127.3676,,,,,
1542,2014-07-03,,창수면,,37.9917,127.1892,,,,,
1543,2014-12-08,,평택항,,36.9746,126.8455,9.84,,,,
1544,2015-02-23,,갈매,,37.6415,127.1135,,,,,
1545,2015-02-23,,동구,,37.6117,127.1394,,,,,
1546,2015-02-23,,인창,,37.6045,127.135,,,,,
1547,2015-02-23,,교문1,,37.6012,127.1277,,,,,
1548,2015-02-23,,교문2,,37.587,127.1341,,,,,
1549,2015-02-23,,수택1,,37.5964,127.1491,,,,,
1550,2015-02-23,,수택2,,37.5932,127.1401,,,,,
1551,2015-02-23,,수택3,,37.5915,127.1382,,,,,
1552,2015-02-23,,아천,,37.5689,127.1221,,,,,
1553,2015-09-15,,운정,,37.750,126.770,,,,,
1554,2016-03-08,,위례,,37.5392,127.2148,,,,,
1555,2016-04-06,,하대원동,,37.4283,127.1463,6.79,,,,
1556,2016-04-06,,중앙도서관,,37.4054,127.1346,,,,,
1557,2018-09-07,,별내동,,,,,,,,
1558,2018-09-07,,내손,,,,,,,,
1560,2012-09-20,,양평,,37.4872,127.5962,,,,,
1561,2013-05-14,,신천,,37.4356,126.782,12.5,,,,
1562,2013-05-14,,정왕보건지소,,37.3466,126.7403,8.8,,,,
1563,2013-05-14,,석탄,,37.7341,126.6693,,,,,
1564,2013-05-14,,포내,,37.7169,126.5218,,,,,
1565,2014-07-03,,중앙,,37.0553,127.0559,,,,,
1565,2014-05-28,2014-05-28,중앙,,,,,,,,
1566,2014-07-03,,지산,,37.0774,127.0576,,,,,
1567,2014-07-03,,송북,,37.0816,127.0603,,,,,
1568,2014-07-03,,신장1,,37.0839,127.0524,,,,,
1569,2014-07-03,,신장2,,37.0764,127.0525,,,,,
1570,2014-07-03,,통복,,37.0007,127.0874,,,,,
1571,2014-07-03,,비전1,,37.0005,127.0952,,,,,
1572,2014-07-03,,비전2,,36.9903,127.1119,,,,,
1573,2014-07-03,,원평,,36.9893,127.0806,,,,,
1574,2014-07-03,,세교,,37.007,127.0824,,,,,
1575,2014-07-03,,진위,,37.1002,127.0908,,,,,
1576,2014-07-03,,기배,,37.2243,126.9846,,,,,
1577,2014-07-03,,반월,,37.233,127.0609,,,,,
1578,2014-07-03,,동탄2,,37.197,127.0722,,,,,
1579,2014-07-03,,탄현,,37.6936,126.7762,,,,,
1580,2014-07-03,,지영,,37.7251,126.8349,,,,,
1581,2014-07-03,,중부대로,,37.2754,127.1137,,,,,
1582,2014-07-03,,오남읍,,37.6989,127.2047,,,,,
1586,2015-09-15,,자유로 장항IC,,37.6439,126.7489,,,,,
1589,2015-09-15,,자유로 가양대교북단,,37.5799,126.8575,,,,,
1590,2015-09-15,,309호선 학의JC남측,,37.3892,127.0022,,,,,
1591,2015-09-15,,322호선 전곡항입구,,37.1911,126.6536,,,,,
1592,2017-03-08,,신원동,,37.6667,126.8866,,,,,
1679,2015-06-10,,6번국도(대심리),,37.5077,127.3877,31,,,,
1681,2015-06-10,,45번국도(이석리),,37.5041,127.2834,39,,,,
1682,2015-06-10,,77번국도(법흥리),,37.7617,126.6881,9,,,,
1683,2015-06-10,,77번국도(내포리),,37.857,126.768,8,,,,
1854,2015-09-15,,자유로 구산IC동측,,37.6694,126.6947,,,,,
1890,2016-12-07,,팔일봉,,37.7667,126.917,235,,,,
1891,2016-12-07,,금왕산,,37.450,127.783,382,,,,
1892,2016-12-07,,어비산,,37.5667,127.517,748,,,,
1893,2016-12-07,,삼각산,,37.4333,127.700,314,,,,
1894,2016-12-07,,한나무봉,,37.950,127.367,750,,,,
1895,2016-12-07,,서리산,,37.750,127.317,704,,,,
1896,2016-12-07,,청우산,,37.800,127.417,538,,,,
1897,2016-12-07,,연천 밥재,,38.050,126.867,160,,,,
1898,2016-12-07,,연천 고랑포,,37.9833,126.833,101,,,,
1899,2016-12-07,,백학산,,37.950,126.733,200,,,,
1900,2016-12-07,,천덕산,,38.2333,127.050,410,,,,
1901,2016-12-07,,밤고개,,38.150,126.983,226,,,,
1908,2016-03-07,,문수산,,37.7611,126.5404,147,,,,
1909,2016-03-07,,월롱산,,37.7988,126.7508,250,,,,
1910,2011-11-01,,홍릉수목원,,37.5938,127.0428,51,,,,
1912,2013-01-01,,천장산,,37.5984,127.0473,62,,,,
1913,2015-01-15,,용마산,,37.5819,127.1058,292,,,,
1914,2015-01-15,,봉산,,37.6078,126.9022,203,,,,
1915,2015-01-15,,개화산,,37.5839,126.8046,142,,,,
1916,2015-01-15,,구룡산,,37.468,127.0544,237,,,,
1917,2015-01-15,,관악산,,37.4499,126.9294,386,,,,
1918,2015-01-15,,수락산,,37.6859,127.0764,320,,,,
1919,2015-01-15,,황학산,,37.2746,127.6459,122,,,,
1946,2015-01-15,,칠보산,,37.2668,126.9246,100,,,,
1947,2015-01-15,,운악산,,37.7598,127.1771,253,,,,
1948,2015-01-15,,바래기산,,37.1717,127.2693,345,,,,
1949,2015-01-15,,마감산,,37.3013,127.7536,286,,,,
2000,2016-12-07,,용화산(성불령),,38.050,127.750,796,,,,
2001,2016-12-07,,연엽산,,37.7833,127.817,632,,,,
2002,2016-12-07,,흑운토령,,38.300,127.683,671,,,,
2003,2016-12-07,,곰배산,,38.2167,127.450,683,,,,
2004,2016-12-07,,고황봉,,38.5667,128.333,304,,,,
2005,2016-12-07,,까치봉,,38.500,128.333,524,,,,
2006,2016-12-07,,건봉산,,38.4167,128.333,910,,,,
2464,2002-04-15,,STOCKHOLM/BROMMA,,59.3667,17.900,15,,,,
2484,2002-04-15,,스톡홀름,,59.5667,18.100,44,,,,
2513,2002-04-15,,GOTEBORG,,57.700,12.000,5,,,,
2660,2015-06-10,,5번국도(원창고개),,37.810,127.760,298,,,,
2661,2015-06-10,,5번국도(치악재),,37.260,128.040,450,,,,
2662,2015-06-10,,6번국도(황재),,37.490,128.160,500,,,,
2663,2015-06-10,,6번국도(태기산정상),,37.580,128.280,980,,,,
2666,2015-06-10,,7번국도(밀양육교),,38.050,128.650,82,,,,
2667,2015-06-10,,7번국도(낙산사거리),,38.120,128.620,19,,,,
2668,2015-06-10,,7번국도(가진고개),,38.370,128.500,29,,,,
2669,2015-06-10,,31번국도(어평재),,37.120,128.880,797,,,,
2674,2015-06-10,,38번국도(통리재),,37.180,129.040,662,,,,
2675,2015-06-10,,38번국도(두문동재),,37.210,128.900,998,,,,
2676,2015-06-10,,42번국도(문재),,37.420,128.250,800,,,,
2677,2015-06-10,,42번국도(큰너그니재),,37.500,128.790,704,,,,
2891,2013-01-01,,한석산,,38.0514,128.2566,1117,,,,
2892,2013-01-01,,가득봉,,37.8461,128.1935,992,,,,
2893,2013-01-01,,불발령,,37.6954,128.317,1016,,,,
2894,2013-01-01,,감투봉,,37.9569,128.5889,879,,,,
2895,2013-01-01,,전후재,,37.8442,128.6319,829,,,,
2896,2013-01-01,,사기막,,37.7778,128.748,485,,,,
2897,2013-01-01,,제왕산,,37.6896,128.7902,822,,,,
2898,2013-01-01,,만덕봉,,37.6175,128.9049,1053,,,,
2899,2013-01-01,,선자령,,37.7225,128.745,1157,,,,
2900,2013-01-01,,가리왕산,,37.4686,128.5905,1058,,,,
2901,2013-01-01,,봉화치,,37.4416,128.6966,754,,,,
2902,2013-01-01,,갈고개,,37.5281,128.9351,862,,,,
2903,2013-01-01,,덕항산,,37.3393,129.0144,1010,,,,
2904,2013-01-01,,함백산,,37.1611,128.9192,1573,,,,
2905,2013-01-01,,사금산,,37.2035,129.1691,1092,,,,
2906,2013-01-01,,배향산,,37.3021,128.1255,754,,,,
2907,2013-01-01,,사자산,,37.426,128.2561,825,,,,
2908,2013-01-01,,남병산,,37.4111,128.4388,888,,,,
2909,2013-01-01,,대학산,,37.6697,128.075,560,,,,
2911,2013-01-01,,가리산,,37.8545,127.9284,727,,,,
2912,2016-03-07,,계관산,,37.8914,127.6123,663,,,,
2913,2016-03-07,,상서기,,37.2246,129.2625,540,,,,
2914,2016-03-07,,소공령,,37.2274,129.317,346,,,,
2915,2016-03-07,,삼척 헬기장,,37.2134,129.3073,241,,,,
2974,2002-04-15,,헬싱키,,60.3167,24.9667,51,,,,
3772,2002-04-15,,런던,,51.4833,-0.450,24,,,,
3891,2013-01-01,,장석산,,37.0939,128.1774,407,,,,
3892,2013-01-01,,천등산,,37.0857,127.9991,410,,,,
3893,2013-01-01,,원통산,,37.0883,127.6766,310,,,,
3894,2013-01-01,,박달산,,36.8102,127.9202,450,,,,
3895,2013-01-01,,남산,,36.9568,127.9794,560,,,,
3896,2013-01-01,,도솔봉,,36.8455,128.4249,710,,,,
3897,2013-01-01,,팔음산,,36.3504,127.8795,402,,,,
3898,2013-01-01,,금단산,,36.612,127.7892,643,,,,
3899,2013-01-01,,탑산,,36.3236,127.6436,392,,,,
3900,2013-01-01,,삼봉산,,36.130,127.8436,689,,,,
3910,2016-03-07,,적보산,,36.8676,127.9587,328,,,,
3969,2002-04-15,,더블린,,53.4333,-6.250,68,,,,
4890,2016-12-07,,성주산,,36.0667,127.617,475,,,,
4891,2016-12-07,,축융봉,,36.3167,126.767,271,,,,
4892,2016-12-07,,무성산,,36.5333,127.050,390,,,,
4893,2016-12-07,,공주 국사봉,,36.600,127.033,409,,,,
4894,2016-12-07,,아산 광덕산,,36.6833,127.017,359,,,,
4895,2016-12-07,,오서산,,36.450,126.667,480,,,,
4896,2016-12-07,,청양 비봉산,,36.500,126.800,307,,,,
4897,2016-12-07,,장군산,,36.450,127.183,310,,,,
4898,2016-12-07,,천안 국사봉,,36.6167,127.150,351,,,,
4910,2015-01-15,,관불산,,36.5704,127.2054,250,,,,
4911,2015-01-15,,칠불산,,36.4864,127.3465,235,,,,
4912,2015-01-15,,계족산,,36.3879,127.4569,342,,,,
4913,2015-01-15,,보문산,,36.2876,127.4288,310,,,,
5909,2016-03-07,,조항산,,35.9607,127.5922,667,,,,
5910,2016-03-07,,덕유산,,35.8964,127.8271,921,,,,
5911,2016-03-07,,장안산,,35.6562,127.6132,788,,,,
5912,2016-03-07,,남원 봉화산,,35.5518,127.5832,921,,,,
5913,2016-03-07,,덕태산,,35.6855,127.4554,908,,,,
5914,2016-03-07,,내동산,,35.6974,127.3462,584,,,,
5915,2016-03-07,,상두산,,35.6639,127.0573,370,,,,
5916,2016-03-07,,회문산,,35.5164,127.0894,612,,,,
5917,2016-03-07,,여분산,,35.4976,127.0441,453,,,,
5918,2016-03-07,,추월산,,35.4099,126.9665,645,,,,
5919,2016-03-07,,방장산(솔재),,35.4018,126.725,464,,,,
6150,2010-11-15,,용당,,34.7493,126.3756,,,,,
6151,2010-11-15,,서강,,34.7413,127.7259,,,,,
6152,2010-11-15,,삼일,,34.8252,127.7313,,,,,
6153,2010-11-15,,무안,,34.9905,126.4764,,,,,
6154,2010-11-15,,부흥,,34.803,126.4369,,,,,
6156,2010-11-15,,죽헌로,,34.9779,126.9987,,,,,
6157,2010-11-15,,돌정길,,34.9505,126.9598,,,,,
6158,2010-11-15,,평지촌길,,34.8763,126.9703,,,,,
6159,2010-11-15,,이양로,,34.8879,126.9886,,,,,
6160,2010-11-15,,적벽로,,35.1105,127.071,,,,,
6161,2010-11-15,,학천길,,35.1681,127.1323,,,,,
6162,2010-11-15,,석등길,,35.0712,127.1291,,,,,
6163,2010-11-15,,충의로,,35.0299,127.0385,,,,,
6164,2010-11-15,,권동길,,34.9378,126.8968,,,,,
6165,2010-11-15,,효자길,,34.9962,126.9175,,,,,
6166,2010-11-15,,죽수길,,34.9897,126.9581,,,,,
6167,2010-11-15,,사호로,,35.0073,127.0959,,,,,
6168,2010-11-15,,우항,,34.577,126.4365,0.6,,,,
6169,2010-11-15,,금평,,34.6709,126.3277,1,,,,
6170,2010-11-15,,방축,,34.4913,126.5152,0.5,,,,
6171,2010-11-15,,일평,,34.4598,126.5535,0.5,,,,
6172,2010-11-15,,성내,,34.5734,126.5992,0.8,,,,
6173,2010-11-15,,영춘,,34.5675,126.6478,0.4,,,,
6174,2010-11-15,,산정,,34.3685,126.519,0.4,,,,
6175,2010-11-15,,평활,,34.5208,126.610,0.6,,,,
6176,2010-11-15,,초송,,34.6445,126.4479,0.5,,,,
6177,2010-11-15,,남창,,34.4081,126.6254,0.5,,,,
6178,2010-11-15,,신월,,34.4642,126.6761,0.9,,,,
6179,2010-11-15,,동외,,34.5967,126.314,0.4,,,,
6180,2002-04-15,,코펜하겐,,55.6167,12.650,5,,,,
6180,2010-11-15,,화내,,34.6217,126.5681,0.5,,,,
6181,2010-11-15,,성진,,34.6454,126.6596,0.5,,,,
6182,2010-11-15,,금덕,,35.1806,126.6011,,,,,
6183,2010-11-15,,함평,,35.0659,126.5167,,,,,
6184,2010-11-15,,학교,,35.0169,126.5375,,,,,
6185,2010-11-15,,엄다,,35.0103,126.5159,,,,,
6186,2010-11-15,,월암,,35.1556,126.4978,,,,,
6187,2010-11-15,,대전,,35.1432,126.4317,,,,,
6188,2010-11-15,,향교,,35.0687,126.5315,,,,,
6189,2010-11-15,,삼축,,35.1139,126.6091,,,,,
6190,2010-11-15,,성내,,34.4868,126.2635,,,,,
6191,2010-11-15,,인지,,34.4257,126.1673,,,,,
6192,2010-11-15,,창유,,34.2966,126.0475,,,,,
6193,2010-11-15,,석교,,34.4062,126.1898,,,,,
6194,2010-11-15,,돈지,,34.4393,126.2835,,,,,
6195,2010-11-15,,분토,,34.5125,126.292,,,,,
6196,2010-11-15,,오산,,34.4905,126.343,,,,,
6197,2010-11-15,,회진,,34.4783,126.9396,,,,,
6198,2010-11-15,,건산,,34.6822,126.9065,,,,,
6199,2010-11-15,,용강,,34.7737,126.9748,,,,,
6200,2010-11-15,,북교,,34.7506,126.9962,,,,,
6201,2010-11-15,,유치,,34.8023,126.8389,,,,,
6202,2010-11-15,,접정,,34.615,126.914,,,,,
6203,2010-11-15,,운흥,,34.650,126.974,,,,,
6204,2010-11-15,,유량,,34.7234,126.9035,,,,,
6205,2010-11-15,,대덕,,34.4994,126.8882,,,,,
6206,2010-11-15,,옥당,,34.5616,126.9389,,,,,
6207,2010-11-15,,월평,,35.2889,126.773,,,,,
6208,2010-11-15,,선적,,35.2732,126.8334,,,,,
6209,2010-11-15,,영천1,,35.3032,126.7853,,,,,
6211,2010-11-15,,장산,,35.3342,126.7671,,,,,
6212,2010-11-15,,대곡,,35.2322,126.6464,,,,,
6213,2010-11-15,,사창,,35.2596,126.6645,,,,,
6214,2010-11-15,,약수,,35.4074,126.8796,,,,,
6215,2010-11-15,,신흥,,35.3748,126.8073,,,,,
6216,2010-11-15,,사거,,35.4309,126.810,,,,,
6217,2010-11-15,,구림,,35.2843,126.7389,,,,,
6218,2010-11-15,,분향,,35.2443,126.8122,,,,,
6219,2010-11-15,,도청,,34.1799,126.859,,,,,
6220,2010-11-15,,군내,,34.311,126.755,,,,,
6222,2010-11-15,,장용,,34.3937,126.8982,,,,,
6223,2010-11-15,,대곡,,34.3348,126.8271,,,,,
6224,2010-11-15,,비자,,34.1748,126.651,,,,,
6225,2010-11-15,,서성,,34.3331,126.9975,,,,,
6226,2010-11-15,,청별,,34.1691,126.5676,,,,,
6227,2010-11-15,,이포,,34.1779,126.5757,,,,,
6228,2010-11-15,,화목,,34.3489,127.0295,,,,,
6229,2010-11-15,,차우,,34.4299,127.0712,,,,,
6230,2010-11-15,,원동,,34.3894,126.6474,,,,,
6231,2010-11-15,,농상,,34.395,126.8043,,,,,
6232,2010-11-15,,독천,,34.7262,126.5702,,,,,
6233,2010-11-15,,동무,,34.8002,126.6968,,,,,
6234,2010-11-15,,월평,,34.8903,126.6926,,,,,
6235,2010-11-15,,내동,,34.8687,126.607,,,,,
6236,2010-11-15,,작천,,34.755,126.5849,,,,,
6237,2010-11-15,,용앙,,34.746,126.4692,,,,,
6238,2010-11-15,,춘동,,34.6993,126.5718,,,,,
6239,2010-11-15,,구학,,34.8452,126.6437,,,,,
6240,2002-04-15,,암스테르담,,52.300,4.7667,-4,,,,
6240,2010-11-15,,덕진,,34.8189,126.697,,,,,
6241,2010-11-15,,용흥,,34.8631,126.749,,,,,
6242,2010-11-15,,월곡,,34.7795,126.6504,,,,,
6243,2010-11-15,,상하,,35.3957,126.4453,,,,,
6244,2010-11-15,,무령,,35.2772,126.512,,,,,
6245,2010-11-15,,봉남,,35.2179,126.3719,,,,,
6246,2010-11-15,,안맹,,35.2088,126.5071,,,,,
6247,2010-11-15,,법성,,35.362,126.446,,,,,
6248,2010-11-15,,천마,,35.2832,126.4208,,,,,
6249,2010-11-15,,영양,,35.2571,126.5431,,,,,
6250,2010-11-15,,월산,,35.3014,126.5775,,,,,
6251,2010-11-15,,낙월,,35.2022,126.1377,,,,,
6252,2010-11-15,,마읍,,35.2579,126.475,,,,,
6253,2010-11-15,,포천,,35.2398,126.4527,,,,,
6254,2010-11-15,,백야,,34.621,127.6394,,,,,
6255,2010-11-15,,나진,,34.7081,127.6135,,,,,
6256,2010-11-15,,학동,,34.7636,127.6655,,,,,
6257,2010-11-15,,조화,,34.882,127.5787,,,,,
6258,2010-11-15,,덕양,,34.7927,127.6325,,,,,
6259,2010-11-15,,거문,,34.0258,127.3119,,,,,
6260,2010-11-15,,군내,,34.6174,127.7219,,,,,
6261,2010-11-15,,우학,,34.5095,127.7666,,,,,
6262,2010-11-15,,진리,,34.6827,125.4274,,,,,
6263,2010-11-15,,웅곡,,34.6066,126.0366,,,,,
6264,2010-11-15,,읍리,,34.7846,126.1429,,,,,
6265,2010-11-15,,읍내,,35.0611,126.2072,,,,,
6266,2010-11-15,,증동,,35.0028,126.1396,,,,,
6267,2010-11-15,,도창,,34.643,126.1488,,,,,
6268,2010-11-15,,구영,,34.8845,126.0474,,,,,
6269,2010-11-15,,진리,,35.0842,126.1112,,,,,
6270,2010-11-15,,학교,,34.8655,126.3125,,,,,
6271,2010-11-15,,단고,,34.8272,126.1121,,,,,
6272,2010-11-15,,읍동,,34.7559,126.1248,,,,,
6273,2010-11-15,,덕산,,34.7553,125.9267,,,,,
6274,2010-11-15,,수항,,34.7036,125.9534,,,,,
6275,2010-11-15,,괴목,,35.1014,127.427,,,,,
6276,2010-11-15,,월전,,34.9137,127.5377,,,,,
6277,2010-11-15,,대평,,35.0935,127.3804,,,,,
6278,2010-11-15,,화전,,34.9138,127.2774,,,,,
6279,2010-11-15,,서평,,35.0144,127.3898,,,,,
6280,2010-11-15,,이읍,,34.9741,127.2638,,,,,
6281,2010-11-15,,동산,,34.9947,127.4883,,,,,
6282,2010-11-15,,흘산,,34.9391,127.4552,,,,,
6283,2010-11-15,,봉림,,34.8744,127.4512,,,,,
6284,2010-11-15,,동내,,34.9081,127.3463,,,,,
6285,2010-11-15,,율포,,34.6688,127.0853,,,,,
6286,2010-11-15,,조성,,34.8085,127.2476,,,,,
6287,2010-11-15,,문양,,34.8706,127.187,,,,,
6288,2010-11-15,,중산,,34.7159,127.0203,,,,,
6289,2010-11-15,,복내,,34.8931,127.1312,,,,,
6290,2010-11-15,,보성,,34.7715,127.0799,,,,,
6291,2010-11-15,,벌교,,34.8476,127.3414,,,,,
6292,2010-11-15,,도개,,34.801,127.0876,,,,,
6293,2010-11-15,,운곡,,34.9293,127.1724,,,,,
6294,2010-11-15,,오봉,,34.7622,127.1687,,,,,
6295,2010-11-15,,광곡,,34.7973,127.0707,,,,,
6296,2010-11-15,,석호,,34.8295,127.1518,,,,,
6297,2010-11-15,,외반,,35.0211,126.4123,,,,,
6298,2010-11-15,,신정,,35.1105,126.2945,,,,,
6299,2010-11-15,,도림,,34.911,126.4287,,,,,
6300,2010-11-15,,월암,,34.8514,126.4903,,,,,
6301,2010-11-15,,연리,,34.9623,126.3433,,,,,
6302,2010-11-15,,임성,,34.8231,126.4416,,,,,
6303,2010-11-15,,성동,,34.9904,126.4817,,,,,
6304,2010-11-15,,사천,,34.9308,126.502,,,,,
6305,2010-11-15,,목동,,35.0129,126.3946,,,,,
6306,2016-03-10,,대동,,35.113,126.527,,,,,
6308,2010-11-15,,창평,,35.2389,127.019,,,,,
6309,2010-11-15,,월산,,35.3402,126.9547,,,,,
6310,2010-11-15,,추성,,35.3648,126.9874,,,,,
6311,2010-11-15,,수북,,35.3018,126.9286,,,,,
6312,2010-11-15,,신학,,35.2761,126.9569,,,,,
6313,2010-11-15,,봉안,,35.2949,127.0301,,,,,
6314,2010-11-15,,대치,,35.2749,126.8879,,,,,
6315,2010-11-15,,매산,,35.2495,126.0371,,,,,
6316,2010-11-15,,담주,,35.3205,126.9819,,,,,
6317,2010-11-15,,연천,,35.1775,127.0278,,,,,
6318,2010-11-15,,석현,,35.3434,127.0255,,,,,
6319,2010-11-15,,동운,,35.2236,126.9731,,,,,
6320,2010-11-15,,왕곡,,34.9681,126.6696,,,,,
6321,2010-11-15,,시청,,35.0159,126.7108,,,,,
6322,2010-11-15,,세지,,34.9197,126.7495,,,,,
6323,2010-11-15,,산포,,35.0397,126.8059,,,,,
6324,2010-11-15,,봉황,,34.9583,126.7842,,,,,
